customer_id,rule_id,primary_triggered,primary_alert_generated,primary_suppression_applied,primary_evidence_count,primary_evidence_transaction_ids,independent_triggered,independent_alert_generated,independent_suppression_applied,independent_evidence_count,independent_evidence_transaction_ids,reconciliation_status
C0098,TM-GEO-001,False,False,False,2,T003098;T003106,False,False,False,2,T003098;T003106,matched
C0098,TM-NET-001,True,True,False,4,T003097;T003095;T003112;T003106,True,True,False,4,T003097;T003095;T003112;T003106,matched
C0098,TM-RAPID-001,False,False,False,1,T003106,False,False,False,1,T003106,matched
C0099,TM-FLOW-001,False,False,False,3,T003128;T003121;T003131,False,False,False,3,T003128;T003121;T003131,matched
C0099,TM-GEO-001,False,False,False,3,T003128;T003121;T003131,False,False,False,3,T003128;T003121;T003131,matched
C0099,TM-NET-001,False,False,False,1,T003128,False,False,False,1,T003128,matched
C0100,TM-FLOW-001,False,False,False,8,T003135;T003145;T003143;T003148;T003152;T003153;T003150;T003140,False,False,False,8,T003135;T003145;T003143;T003148;T003152;T003153;T003150;T003140,matched
C0100,TM-GEO-001,False,False,False,2,T003153;T003140,False,False,False,2,T003153;T003140,matched
C0100,TM-NET-001,True,True,False,2,T003153;T003150,True,True,False,2,T003153;T003150,matched
C0101,TM-FLOW-001,False,False,False,3,T003183;T003163;T003172,False,False,False,3,T003183;T003163;T003172,matched
C0101,TM-GEO-001,False,False,False,1,T003163,False,False,False,1,T003163,matched
C0101,TM-NET-001,False,False,False,1,T003183,False,False,False,1,T003183,matched
C0102,TM-FLOW-001,False,False,False,6,T003202;T003224;T003218;T003223;T003196;T003216,False,False,False,6,T003202;T003224;T003218;T003223;T003196;T003216,matched
C0102,TM-GEO-001,False,False,False,1,T003218,False,False,False,1,T003218,matched
C0102,TM-NET-001,True,True,False,5,T003202;T003224;T003223;T003196;T003216,True,True,False,5,T003202;T003224;T003223;T003196;T003216,matched
C0103,TM-FLOW-001,False,False,False,4,T003245;T003240;T003248;T003232,False,False,False,4,T003245;T003240;T003248;T003232,matched
C0103,TM-GEO-001,False,False,False,2,T003245;T003248,False,False,False,2,T003245;T003248,matched
C0103,TM-NET-001,True,True,False,2,T003245;T003248,True,True,False,2,T003245;T003248,matched
C0104,TM-FLOW-001,False,False,False,4,T003266;T003258;T003273;T003254,False,False,False,4,T003266;T003258;T003273;T003254,matched
C0104,TM-GEO-001,False,False,False,1,T003266,False,False,False,1,T003266,matched
C0104,TM-NET-001,True,True,False,2,T003266;T003273,True,True,False,2,T003266;T003273,matched
C0105,TM-FLOW-001,False,False,False,1,T003282,False,False,False,1,T003282,matched
C0105,TM-NET-001,False,False,False,1,T003282,False,False,False,1,T003282,matched
C0106,TM-FLOW-001,False,False,False,4,T003301;T003316;T003324;T003326,False,False,False,4,T003301;T003316;T003324;T003326,matched
C0106,TM-GEO-001,False,False,False,2,T003301;T003326,False,False,False,2,T003301;T003326,matched
C0106,TM-NET-001,True,True,False,2,T003301;T003326,True,True,False,2,T003301;T003326,matched
C0107,TM-FLOW-001,False,False,False,8,T003342;T003335;T003338;T003347;T003354;T003341;T003357;T003363,False,False,False,8,T003342;T003335;T003338;T003347;T003354;T003341;T003357;T003363,matched
C0107,TM-GEO-001,False,False,False,2,T003342;T003363,False,False,False,2,T003342;T003363,matched
C0107,TM-NET-001,True,True,False,4,T003342;T003335;T003341;T003357,True,True,False,4,T003342;T003335;T003341;T003357,matched
C0108,TM-FLOW-001,False,False,False,7,T003368;T003387;T003403;T003385;T003381;T003405;T003395,False,False,False,7,T003368;T003387;T003403;T003385;T003381;T003405;T003395,matched
C0108,TM-GEO-001,True,True,False,5,T003387;T003403;T003385;T003405;T003395,True,True,False,5,T003387;T003403;T003385;T003405;T003395,matched
C0108,TM-NET-001,True,True,False,5,T003368;T003387;T003403;T003385;T003381,True,True,False,5,T003368;T003387;T003403;T003385;T003381,matched
C0109,TM-FLOW-001,False,False,False,3,T003428;T003435;T003433,False,False,False,3,T003428;T003435;T003433,matched
C0109,TM-NET-001,False,False,False,1,T003433,False,False,False,1,T003433,matched
C0110,TM-FLOW-001,False,False,False,5,T003491;T003494;T003490;T003505;T003458,False,False,False,5,T003491;T003494;T003490;T003505;T003458,matched
C0110,TM-GEO-001,False,False,False,1,T003491,False,False,False,1,T003491,matched
C0110,TM-NET-001,True,True,False,2,T003490;T003505,True,True,False,2,T003490;T003505,matched
C0111,TM-FLOW-001,False,False,False,3,T003518;T003534;T003542,False,False,False,3,T003518;T003534;T003542,matched
C0111,TM-GEO-001,False,False,False,1,T003534,False,False,False,1,T003534,matched
C0111,TM-NET-001,True,True,False,3,T003518;T003534;T003542,True,True,False,3,T003518;T003534;T003542,matched
C0112,TM-FLOW-001,False,False,False,4,T003569;T003564;T003557;T003549,False,False,False,4,T003569;T003564;T003557;T003549,matched
C0112,TM-GEO-001,False,False,False,2,T003557;T003549,False,False,False,2,T003557;T003549,matched
C0112,TM-NET-001,True,True,False,3,T003569;T003564;T003549,True,True,False,3,T003569;T003564;T003549,matched
C0113,TM-FLOW-001,False,False,False,3,T003585;T003604;T003600,False,False,False,3,T003585;T003604;T003600,matched
C0113,TM-GEO-001,False,False,False,1,T003604,False,False,False,1,T003604,matched
C0113,TM-NET-001,False,False,False,1,T003585,False,False,False,1,T003585,matched
C0114,TM-FLOW-001,False,False,False,4,T003623;T003617;T003616;T003630,False,False,False,4,T003623;T003617;T003616;T003630,matched
C0114,TM-GEO-001,False,False,False,1,T003616,False,False,False,1,T003616,matched
C0114,TM-NET-001,False,False,False,1,T003617,False,False,False,1,T003617,matched
C0115,TM-FLOW-001,False,False,False,2,T003641;T003650,False,False,False,2,T003641;T003650,matched
C0115,TM-GEO-001,False,False,False,1,T003641,False,False,False,1,T003641,matched
C0115,TM-NET-001,False,False,False,1,T003650,False,False,False,1,T003650,matched
C0116,TM-FLOW-001,False,False,False,2,T003678;T003673,False,False,False,2,T003678;T003673,matched
C0117,TM-FLOW-001,False,False,False,2,T003703;T003709,False,False,False,2,T003703;T003709,matched
C0117,TM-GEO-001,False,False,False,1,T003709,False,False,False,1,T003709,matched
C0117,TM-NET-001,True,True,False,2,T003703;T003709,True,True,False,2,T003703;T003709,matched
C0118,TM-FLOW-001,False,False,False,2,T003734;T003762,False,False,False,2,T003734;T003762,matched
C0118,TM-GEO-001,False,False,False,1,T003734,False,False,False,1,T003734,matched
C0118,TM-NET-001,True,True,False,2,T003734;T003762,True,True,False,2,T003734;T003762,matched
C0119,TM-FLOW-001,False,False,False,4,T003772;T003783;T003773;T003780,False,False,False,4,T003772;T003783;T003773;T003780,matched
C0119,TM-GEO-001,False,False,False,2,T003783;T003780,False,False,False,2,T003783;T003780,matched
C0119,TM-NET-001,True,True,False,3,T003772;T003783;T003780,True,True,False,3,T003772;T003783;T003780,matched
C0120,TM-FLOW-001,False,False,False,3,T003817;T003821;T003798,False,False,False,3,T003817;T003821;T003798,matched
C0120,TM-NET-001,True,True,False,3,T003817;T003821;T003798,True,True,False,3,T003817;T003821;T003798,matched
